index,post_id,post,CoHARE_im_batch4_grad8,CoHARE_im_batch4_grad8_pred,CTI_im_batch4_grad8,CTI_im_batch4_grad8_pred,C_im_batch4_grad8,C_im_batch4_grad8_pred,target,implied_statement
3184,3184,corruption  of course we are indigenous to europe . evolution evidence ! judge a j * * ? #loxism #antiwhites,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3189,3189,our cities were actually livable when they were run by those ebil racist white soopremacists,O,"(A) Hate. 1.The post specifically mentions ""our cities"" and ""white supremacists,"" implying that the post is targeting white people. 2. The post suggests that these white supremacists are responsible for making cities livable, implying that they are responsible for the decline of cities. 3. The post further implies that white people are racist by stating that they are ""ebil racist white supremacists."" This post can be considered offensive because it generalizes and stereotypes an entire racial group based on the actions of a few individuals. It promotes negative stereotypes and perpetuates a negative view of white people as being racist and supremacist. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white people,White people are racist.
3190,3190,white power ? edl has black and jewish members .,O,"(B) Not hate. 1.The post mentions ""white power,"" which is a slogan associated with white supremacy and white nationalist ideologies. 2. It states that the EDL (European Defense League) has black and Jewish members. Based on this information, the post does not appear to be hate speech. It is simply stating a fact about the EDL's membership and mentioning the presence of different racial and religious groups.",Miss,(A) Hate.,Miss,(A) Hate.,,
3194,3194,who 's visiting millions of african children every year on christmas eve ? death .,O,"(A) Hate. 1.The post mentions ""African children"" and questions who is visiting them on Christmas Eve. This targets African children by singling them out as the group being visited. 2. The post then connects this visit to death, implying that death is a result of the visit. This implies that African children are dying or being harmed. 3. The post further implies that African children are dying by linking their visit to death to the holiday season. This post can be considered offensive because it perpetuates negative stereotypes and promotes a harmful and harmful narrative about African children. It also implies that African children are dying, which is a harmful and harmful generalization. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,,
3195,3195," - oh please !  "" a white anti - white "" "" ! stuff a sock in it ! """,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3200,3200,alive and kicking . be on the lookout for his white renegade of the year at ar in the next two weeks,O,"(B) Not hate. 1.The post mentions ""alive and kicking,"" which could be interpreted as a metaphorical expression of being alive and kicking. 2. The post then mentions ""his white renegade of the year at ar in the next two weeks."" This suggests that the person being referred to is a white renegade. Based on this analysis, the post does not appear to be hate speech. It is simply mentioning a person's presence and mentioning a specific event or event.",Miss,(A) Hate.,Miss,(A) Hate.,,
3207,3207,the biggest treasonous criminal in america is squatting in the white house trying to get us all killed,O,"(B) Not hate. 1.The post is expressing an opinion about a specific individual, referring to them as the ""biggest treasonous criminal in America."" 2. The post accuses this individual of ""squatting in the white house"" and trying to get everyone killed. Based on this analysis, the post can be considered as expressing a negative opinion about the individual in the White House, but it does not contain any explicit hate speech or discriminatory language towards a specific group of people. Therefore, it can be concluded that the post is not hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
3221,3221,happy #easter and happy birthday to adolf #hitler,O,"(A) Hate. 1.The post includes the hashtag #easter, which is a celebration of Easter, which is a religious holiday. This is not offensive as it is a celebration of a religious holiday. 2. The post also includes the hashtag #hitler, which is a reference to Adolf Hitler, who was the leader of Nazi Germany and responsible for the Holocaust and the genocide of millions of people. This reference is offensive as it glorifies and glorifies a historical figure responsible for the genocide of millions of people. 3. The post also includes the hashtag #hitler, which is a reference to Adolf Hitler, who was a prominent figure in the Holocaust and the genocide of millions of Jews. This is a highly offensive and discriminatory statement that targets Jews and promotes the idea that they are inferior. Overall, the post is offensive because it targets Jews by referencing a historical figure responsible for the genocide of millions of people, and it promotes a negative and discriminatory view towards Jews. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are less than human.
3231,3231,i've even seen polling that puts us closer to 9 %  but still we already have the numbers for a nice little ethnostate .,O,"(A) Hate. 1.The post mentions ""polling that puts us closer to 9%."" This implies that the post is discussing a statistic or opinion about the percentage of people in a certain group. 2. The post then states, ""but still we already have the numbers for a nice little ethnostate."" This implies that the post is discussing the idea of a state or territory based on ethnicity. 3. The post specifically mentions ""whites"" as the target group. By mentioning ""whites,"" it suggests that the post is referring to a racial or ethnic group. 4. The implied meaning of the post is that whites are racists. This is derived from the idea of a ""nice little ethnostate,"" which suggests that the post is advocating for the separation of whites from other racial or ethnic groups. This post can be considered offensive because it promotes a discriminatory and racist ideology that promotes the idea of racial segregation and exclusion based on ethnicity. It promotes a divisive and discriminatory view that can be harmful and discriminatory to individuals who identify as white. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are subpar.
3248,3248,what have black people contributed to science ?,O,"(A) Hate. 1.The post specifically mentions ""black people"" and asks what they have contributed to science. This targets black people as a group. 2. The post implies that black people are not contributing to science, suggesting that they are not capable of contributing to science. This implies that black people are not capable of contributing to science, which is a negative stereotype and perpetuates a negative perception of black people. 3. The post further implies that black people are not contributing to science, which is a generalization and stereotype that can be offensive and discriminatory. It promotes a negative and discriminatory view of black people, which can be offensive and perpetuate harmful stereotypes. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,blacks,Blacks don't give to society.
3255,3255,and if they're hermaphroditic  then what are they ? you're black / white argument falls short . way short .,O,"(B) Not hate. 1.The post starts by mentioning hermaphroditic individuals and questioning their identity. 2. It then states that if they are hermaphroditic, then they are not hermaphroditic. 3. The post then states that the argument being discussed is black/white and falls short. Based on this analysis, the post does not appear to be hate speech. It may be seen as a critical or confrontational statement, but it does not contain any explicit or direct hate speech towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
3273,3273,oh you mean like the white people that like to shoot upschools and churches ? you're dismissed .,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3291,3291,only white people ended slavery .,O,"(A) Hate. 1.The post states ""only white people ended slavery."" This implies that only white people were responsible for ending slavery, which is a negative stereotype and generalization about minorities. 2. By stating that only white people ended slavery, the post suggests that minorities are not part of the group that ended slavery, which is a harmful and offensive stereotype. 3. The post also implies that minorities are not part of the group that ended slavery, which is a harmful and offensive stereotype. This perpetuates harmful stereotypes and promotes discrimination against minorities. Therefore, the post is offensive as it targets minorities and implies that they are not part of the group that ended slavery. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are incompetent
3332,3332,donald trump galvanizes the white resistance via,O,"(B) Not hate. 1.The post mentions Donald Trump galvanizing the white resistance. 2. It does not explicitly express hatred or discrimination towards any specific group. 3. However, it does mention a specific racial group, which could be seen as divisive or exclusionary. 4. The post does not provide any context or evidence to support this claim. Based on these steps, the post does not appear to be hate speech. It may be seen as promoting a divisive or exclusionary viewpoint, but it does not explicitly express hatred or discrimination towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
3345,3345," rt : :  "" there are ties to the #muslimbrotherhood in the white house . "" "" """,O,"(A) Hate. 1.The post mentions ""ties to the #muslimbrotherhood in the white house."" This implies that the White House is associated with or supportive of a group that promotes extremism and violence. 2. By stating that there are ties to the #muslimbrotherhood, the post suggests that Muslims are involved in or supportive of extremist ideologies. 3. The use of quotation marks around ""ties"" suggests that the post is quoting someone else's statement or opinion. 4. The implied meaning of the post is that Muslims are terrorists. This post can be considered offensive because it targets Muslims by associating them with extremism and implies that they are a threat to society. It perpetuates negative stereotypes and promotes discrimination against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,muslims,Muslims infiltrate societies
3356,3356,you mean all the people who willingly and voluntarily chose to suck down a shotgun ? use the right number  already jewing and barely even started your argument .,O,"(B) Not hate. 1.The post mentions ""people who willingly and voluntarily chose to suck down a shotgun."" This statement is not inherently hate speech as it is a statement about a specific group of people. 2. The post then suggests using the ""right number"" already mentioned, which could be interpreted as a reference to a specific political ideology or group. 3. The post concludes by stating that the person who made the post has barely started their argument. This statement does not contain any explicit hate speech or derogatory language. Based on this analysis, the post does not appear to be hate speech. It may express a controversial opinion or criticism, but it does not contain any explicit hate speech or derogatory language towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
3367,3367,whiteness is supreme in white countries . every other race is even more ethnocentric than even whites are  in their respective countries,O,"(A) Hate. 1.The post states that ""whiteness is supreme in white countries."" This implies that white people are superior to other races in their own countries. This targets white people by suggesting that they are superior to other races. 2. The post then goes on to say that ""every other race is even more ethnocentric than even whites are in their respective countries."" This implies that white people are even more ethnocentric than other races in their own countries. This further targets white people by suggesting that they are more ethnocentric than other races in their own countries. Overall, the post targets white people by promoting the idea that they are superior to other races and implies that they are more ethnocentric than other races in their own countries. This can be offensive as it perpetuates stereotypes and promotes discrimination based on race. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,white people,White people are better than other races.
3403,3403,lets re-instigate the sanctuary nation we were meant to be  instead of ignoring our present temporary circumstance .,O,"(B) Not hate. 1.The post is expressing a desire to re-instigate the sanctuary nation, which is a concept often associated with immigration policies and policies. 2. The post also mentions ignoring the present temporary circumstance, implying that the present situation is temporary and should be addressed. Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint on immigration policies and advocating for the re-instigator of a sanctuary nation.",Miss,(A) Hate.,Miss,(A) Hate.,,
3408,3408,race war in manhattan : black power militants storm restaurants and harass white patrons via,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3409,3409,are there moral barriers to white survival ?   and henry wolff weigh in : #tcot #tpot,O,"(B) Not hate. 1.The post asks a question about moral barriers to white survival. 2. It mentions Henry Wolff, who is a controversial figure known for his views on race and race. 3. It includes hashtags #tcot (Top Conservatives on Twitter) and #tpot (Top Progressives on Twitter). Based on this analysis, the post does not appear to be hate speech. It is a question about the existence of moral barriers to white survival and includes a mention of a controversial figure.",Miss,(A) Hate.,Miss,(A) Hate.,,
3430,3430,#auspol black panther leader says he's gonna hunt down and kill white people via,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3452,3452,naacp wield very little bargaining chips or no with white people as the jews who are a caucasian people,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3456,3456,minorities are not rounding up white americans and killing us off . what are you so afraid of ?,O,"(B) Not hate. 1.The post states that minorities are not rounding up white Americans and killing them off. 2. It questions what the reader is afraid of. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about minorities and questioning the fear of the reader.",Miss,(A) Hate.,Miss,(A) Hate.,,
3462,3462,they say they are anti-racist  but what they really are is anti-white ! via,O,"(A) Hate. 1.The post starts by stating ""they say they are anti-racist but what they really are is anti-white!"" This implies that the group being referred to is not actually against racism but rather against white people. 2. The post then uses the phrase ""via"" which suggests that there is a source or source that supports the claim that the group is anti-white. 3. The post then concludes with the phrase ""they say they are anti-white,"" suggesting that the group being referred to is actually against white people. This post can be considered offensive because it generalizes and stereotypes a group of people as being anti-white. It implies that all white people are racist, which is a negative and harmful stereotype. This generalization and assumption about an entire racial group can be offensive and perpetuate negative stereotypes. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,minorities,Minorities are anti white.
3471,3471,how about we put the white camp in antarctica ?,O,"(B) Not hate. 1.The post suggests putting the ""white camp"" in Antarctica. 2. It does not explicitly mention any specific group or individual. 3. However, it does mention a specific racial group, which could potentially be seen as discriminatory or exclusionary. 4. The post does not provide any context or explanation for why this is being suggested. Based on these steps, the post does not explicitly contain hate speech, but it does mention a racial group and implies exclusionary behavior. Therefore, it could be seen as discriminatory or exclusionary.",Miss,(A) Hate.,Miss,(A) Hate.,,
3484,3484,is the kkk addressing the suicide problem among white middle aged men ? your perfect race is dying faster,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3511,3511,never i hope it's degrading can't believe the germans they have sunk so low !,O,"(A) Hate. 1.The post starts by saying ""never i hope it's degrading can't believe the germans they have sunk so low!"" This statement targets Germans by implying that they have sunk or fallen to a low level. 2. The post then states ""Germans"" as the group that has sunk or fallen. This implies that Germans are inferior or inferior. 3. The post further implies that Germans are inferior by stating ""can't believe the germans they have sunk so low!"" This statement suggests that Germans are inferior or inferior. Overall, the post is offensive because it targets Germans and implies that they are inferior. It promotes negative stereotypes and discrimination against Germans based on their nationality. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,germans,Germans are low class
3514,3514,most immigrants are legal . it's just america is less white and the country can't come to terms with its own racism .,O,"(B) Not hate. 1.The post states that most immigrants are legal. This is a factual statement and does not appear to be hate speech. 2. The post then states that America is less white. This is a statement about the demographics of the country and does not appear to be hate speech. 3. The post concludes by stating that the country cannot come to terms with its own racism. This is a subjective opinion and does not necessarily constitute hate speech. Based on the step-by-step explanation, the post does not appear to be hate speech. It expresses a viewpoint about the demographics of America and racism in the country.",Miss,(A) Hate.,Miss,(A) Hate.,,
3555,3555,america in 2050 and beyond will look more like brazil ( due to 100 million black people ),O,"(A) Hate. 1.The post mentions ""America in 2050 and beyond"" and compares it to Brazil. This implies that the presence of black people is a negative influence on America. 2. The post specifically mentions ""100 million black people"" as the reason for America's current state. This targets black people as a group and suggests that their presence is a problem. 3. The implied meaning of the post is that black people are responsible for the negative changes in America. This post can be considered offensive because it perpetuates negative stereotypes about black people and implies that they are a burden on society. It promotes a negative and discriminatory view of black people, which is discriminatory and promotes racial bias. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people,Black people are taking over Brazil.
3556,3556,killa white skin head,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3574,3574,white teen shot dead,O,"(B) Not hate. 1.The post mentions a specific race, which is white. 2. It states that a white teenager was shot dead. 3. It does not provide any further context or information about the incident or the motive behind the shooting. Based on this analysis, the post does not appear to be hate speech. It is simply reporting on a specific incident involving a white teenager being shot dead.",Miss,(A) Hate.,Miss,(A) Hate.,,
3580,3580,my neighbor is white and has black and asian friends . i am scared . i don't want to catch his multiculturalism . suggestions ?,O,"(B) Not hate. 1.The post mentions the neighbor's race and ethnicity, stating that they are white and have black and Asian friends. 2. The post expresses fear about not wanting to catch their multiculturalism. 3. The post ends with a question asking for suggestions. Based on this analysis, the post does not appear to be hate speech. It is a statement about the neighbor's racial and ethnic background and a question about not wanting to catch their multiculturalism.",Miss,(A) Hate.,Miss,(A) Hate.,,
3584,3584,the white and black people need to wakeup,O,"(B) Not hate. 1.The post mentions ""the white and black people"" and ""wakeup."" 2. It does not provide any context or explanation for why these two groups need to wakeup. 3. It does not contain any explicit derogatory language or slurs. 4. However, it does mention race and implies that there is something wrong or problematic about white and black people. Based on these steps, the post does not appear to be hate speech. It may be seen as a call for awareness or awareness among different racial groups, but it does not contain any explicit hate or discriminatory language.",Miss,(A) Hate.,Miss,(A) Hate.,,
3597,3597,white people kill each other more ! whites killed other whites in world 1-2,O,"(B) Not hate. 1.The post states that ""white people kill each other more!"" This is a general statement about the behavior of white people. 2. The post also mentions that ""whites killed other whites in the world 1-2."" This statement is a factual statement about the number of white people killing each other in the world. Based on this analysis, the post does not appear to be hate speech. It is simply stating a fact about the behavior of white people.",Miss,(A) Hate.,Miss,(A) Hate.,,
3601,3601,why do you guys hate jews and black people . they can't help the color of their skin and they're ancestors were different ok so stop,O,"(B) Not hate. 1.The post starts by questioning why the people being referred to hate Jews and black people. 2. It then states that these people cannot help the color of their skin. 3. It further argues that their ancestors were different. 4. Finally, it concludes by stating ""stop."" Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint about the reasons behind hating Jews and black people and highlighting the fact that their ancestors were different.",Miss,(A) Hate.,Miss,(A) Hate.,,
3611,3611,will poland accept white refugee from america ?,O,"(B) Not hate. 1.The post is asking a question about whether Poland will accept white refugees from America. 2. It does not contain any derogatory language or offensive slurs. 3. It does not target or discriminate against any specific group based on their race, ethnicity, religion, or other protected characteristics. 4. It does not incite violence or promote harm towards any individual or group. Based on these steps, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
3613,3613,84 % of all wanted criminals in copenhagen are non-white | more : via #whitelivesmatter,O,"(A) Hate. 1.The post states that 84% of all wanted criminals in Copenhagen are non-white. This targets minorities by singling them out as the majority of wanted criminals. 2. The use of the hashtag #whitelivesmatter further reinforces the targeting of minorities by implying that their lives are less important or deserving of attention. 3. The implied meaning of the post is that minorities are criminals. This is derived from the fact that 84% of wanted criminals in Copenhagen are non-white, which perpetuates harmful stereotypes and promotes a negative view of minorities. Therefore, the post can be considered offensive as it targets minorities and promotes a negative and discriminatory view of their lives. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,immigrants,Immigrants aren't law abiding
3620,3620,no sanctuary cities here ! if you want sanctuary then go to a church let them support you !,O,"(B) Not hate. 1.The post states ""no sanctuary cities here!"" which suggests a negative view towards sanctuary cities. 2. The post suggests that if someone wants sanctuary, they should go to a church and let them support them. Based on this analysis, the post does not appear to be hate speech. It expresses a negative opinion towards sanctuary cities and suggests that if someone wants sanctuary, they should go to a church and let them support them.",Miss,(A) Hate.,Miss,(A) Hate.,,
3630,3630,all the volcanoes are in that area  you want to genocide us white ppl ? lol,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3646,3646,the most growing white people population in north america is russian - american .,O,"(B) Not hate. 1.The post states a fact about the most growing white population in North America. 2. It does not contain any derogatory language or offensive remarks towards any specific group. 3. It does not incite violence or promote discrimination. Based on these steps, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
3662,3662," rt take a deep breath . rt : here's the #walterscott video ( us white cop hunting black kids ) #adl  "" """,O,(B) Not hate.,Miss,(A) Hate.,Miss,(A) Hate.,,
3675,3675,if you don't think that we  as a country  do not have illegal immigration problems .. read the statistics carefully !,O,"(A) Hate. 1.The post starts by stating that ""we as a country do not have illegal immigration problems."" This implies that there is a problem with illegal immigration in the country. 2. The post then instructs the reader to ""read the statistics carefully."" This suggests that there is a significant number of illegal immigrants in the country. 3. The post specifically mentions ""illegal immigration problems,"" which suggests that there is a significant number of immigrants who are entering the country illegally. 4. The post concludes by stating that if the reader believes that there are no illegal immigration problems, they should read the statistics carefully. This implies that there is a significant number of immigrants entering the country illegally, which can be seen as offensive as it generalizes and stereotypes all immigrants as having illegal immigration problems. Overall, the post targets immigrants by implying that they are the cause of illegal immigration and suggests that they are a problem. This can be offensive as it perpetuates negative stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,immigrants,Immigrants are a drain on society
3719,3719,hunt for white women : black racist serial killer confesses to 41 murders | read more : via,O,"(A) Hate. 1.The post specifically mentions ""black racist serial killer confesses to 41 murders."" This targets black people by associating them with a violent and racist criminal act. 2. The post implies that black people are dangerous by suggesting that they are prone to committing murders. This generalization is offensive because it stereotypes and stigmatizes an entire racial group based on the actions of one individual. 3. The post also implies that black people are violent by stating that a serial killer has confessed to committing murders. This perpetuates harmful stereotypes and promotes a negative and biased view of black people as a whole. Overall, the post is offensive because it unfairly targets and stereotypes black people as violent criminals based on the actions of one individual. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people,black people are killers.
3734,3734," rt : video about the #jewish  "" federal "" "" reserve and how your money is manipulated and stolen . #endthefed #taxes """,O,"(A) Hate. 1.The post includes the hashtag #jewish, which suggests that it is targeting Jewish people. 2. The post mentions the ""federal reserve,"" which implies that Jewish people have a significant amount of money in the reserve. 3. The post suggests that Jewish people are involved in manipulating and stealing money, implying that they are involved in illegal activities. 4. The post also includes the hashtag #endthefed, which suggests a desire to end the federal government and tax system. Overall, the post targets Jewish people by implying that they are involved in illegal activities and are involved in illegal activities. This can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against Jewish people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,jews,Jews manipulate money.
3763,3763,europeans aren't allowed to have an identity . if you ask nicely and apologize and give your money to black people you may be an ally .,O,"(A) Hate. 1.The post states that ""Europeans aren't allowed to have an identity."" This implies that Europeans are not allowed to have a sense of identity or belonging. This targets Europeans by suggesting that they are not allowed to have a sense of belonging or belonging. 2. The post then suggests that if Europeans ask nicely and apologize and give their money to black people, they may be considered an ally. This implies that black people are being treated unfairly or disadvantaged in some way. 3. The implied meaning of the post is that black people are taking advantage of white people and that they are being treated unfairly or disadvantaged. This perpetuates negative stereotypes and promotes a divisive and discriminatory view towards black people. Overall, the post is offensive because it targets and stereotypes black people, suggesting that they are taking advantage of white people and implying that they are taking advantage of white people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,blacks,Blacks manipulate others for personal gain.
3764,3764," those who clucked the loudest about  "" white supremacy "" "" surrendered on gay marriage . their weakness has invited further aggression """,O,"(A) Hate. 1.The post uses the term ""clucked"" to refer to a group of people who have defended or supported white supremacy. This term is often used as an insult to belittle or belittle individuals who hold extreme or extreme views. 2. The post then states that these individuals have surrendered on gay marriage. This implies that the group being referred to has embraced or accepted the idea of gay marriage. 3. The post further suggests that the weakness of these individuals has invited further aggression. This implies that the group being referred to has been weak or weak in their opposition to gay marriage. Overall, the post targets whites by using derogatory language and implies that they are weak and unable to defend their beliefs. This can be considered offensive as it generalizes and stereotypes an entire racial group based on the actions of a few individuals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,gay people,Gay people do not deserve rights
3781,3781,america is not a white country ! ! ! last time i checked this,O,"(B) Not hate. 1.The post states ""America is not a white country."" This statement is a factual statement about the racial makeup of America. 2. The use of exclamation marks and repetition of exclamation marks adds emphasis and intensity to the statement. 3. The post does not contain any explicit derogatory language or offensive slurs. Based on these steps, the post does not appear to be hate speech. It is a factual statement about the racial makeup of America.",Miss,(A) Hate.,Miss,(A) Hate.,,
3798,3798,you want inter-racial marriage bans to be allowed again & if you think all gays are white you're a racist,O,"(B) Not hate. 1.The post starts by stating that the person wants inter-racial marriage bans to be allowed again. This is a statement of opinion and does not necessarily constitute hate speech. 2. The post then states that if someone believes all gays are white, they are a racist. This is an accusation of racism based on the belief that all gays are white. Based on this analysis, the post does not appear to be hate speech. It expresses a disagreement with the idea of inter-racial marriage bans and accuses someone of being racist. However, it does not contain any explicit or direct attacks on a specific group of people.",Miss,(A) Hate.,Miss,(A) Hate.,,
3815,3815,blacks who tortured white man charged with hate crimes | american free press,O,"(B) Not hate. 1.The post mentions ""blacks who tortured white man charged with hate crimes."" This statement is a factual statement about a specific incident involving individuals of different races. 2. The post is attributed to ""American Free Press,"" which suggests that the post is a source of information or news about the situation. Based on this analysis, the post does not appear to be hate speech. It is reporting on a specific incident involving individuals of different races being charged with hate crimes.",Miss,(A) Hate.,Miss,(A) Hate.,,
3834,3834,true insanity : man saves rabbit from #californiawildfires and people complain it shows what is ' wrong with whiteness ',O,"(B) Not hate. 1.The post mentions ""true insanity"" and ""man saves rabbit from #californiawildfires."" 2. It states that people complain about this action. 3. It concludes by stating that this action shows what is ""wrong with whiteness."" Based on this analysis, the post does not appear to be hate speech. It may express a controversial opinion or viewpoint, but it does not contain any explicit or direct expressions of hatred or discrimination towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
3839,3839," not anti-white  but they are teaching about  "" white privilege "" "" now . not ok to teach kids that . """,O,"(B) Not hate. 1.The post starts by stating that the person is not anti-white but is teaching about ""white privilege"" now. 2. The post then states that it is not okay to teach kids about this concept. Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint about the teaching of white privilege and expressing a concern about not teaching kids about it.",Miss,(A) Hate.,Miss,(A) Hate.,,
3844,3844,black people say they want to kill white people  with hillary clinton it may happen,O,"(A) Hate. 1.The post specifically mentions ""black people"" and ""white people,"" indicating that it is targeting this group. 2. The post states that ""black people say they want to kill white people,"" implying that black people have a desire to commit acts of violence against white people. 3. The post then connects this desire to violence to Hillary Clinton, suggesting that if she is associated with black people, it may happen. This post can be considered offensive because it perpetuates harmful stereotypes and promotes a negative and harmful narrative about black people. It generalizes and stigmatizes an entire racial group based on the actions of a few individuals. This kind of generalization and negative portrayal of an entire racial group is unfair and discriminatory. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,blacks,Blacks foster white hatred
3849,3849,bernie will lose to hillary in the south because of black identity politics,O,"(A) Hate. 1.The post specifically mentions Bernie losing to Hillary Clinton in the South because of black identity politics. This implies that black people are the cause of the perceived loss of the election. 2. By stating that black identity politics is the reason for Bernie losing, the post suggests that black people are the ones responsible for the perceived loss of the election. 3. The post implies that black people are the ones who are promoting or promoting this identity politics, which can be seen as offensive and discriminatory. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,black people,Black people vote are easily manipulated
3858,3858,from what i'm reading here in the us  it's racial hate from blacks on white  and especially the farmer .,O,"(A) Hate. 1.The post specifically mentions ""blacks"" as the target group. This already singles out and targets black people as a group. 2. The post suggests that there is racial hate from black people towards white people, specifically the farmer. This implies that black people are responsible for promoting racial hatred towards white people. 3. The post further implies that black people are the ones promoting racial hatred towards white people, specifically the farmer. This post can be considered offensive because it generalizes and stereotypes an entire racial group, implying that they are inherently hateful towards white people. It promotes negative stereotypes and perpetuates racial bias. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",Miss,(B) Not hate.,Miss,(B) Not hate.,blacks,Blacks hate whites
3860,3860,i guess whites and blacks dont belong in civilized countries according to your rhetoric .,O,"(B) Not hate. 1.The post starts by stating ""i guess whites and blacks don't belong in civilized countries according to your rhetoric."" This statement implies that the person being addressed believes that whites and blacks do not belong in civilized countries. 2. The post does not provide any evidence or reasoning to support this claim. It is a general statement that does not provide any specific evidence or reasoning to support the claim. Based on this analysis, the post does not appear to be hate speech. It expresses a personal opinion about the inclusion of whites and blacks in civilized countries, but it does not contain any explicit or direct derogatory language towards any specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
3875,3875,america is not a white nation . it is a mixed nation . pretty soon  hispanics are going to be the main demographic .,O,"(B) Not hate. 1.The post states that America is not a white nation but a mixed nation. This is a factual statement and does not appear to be hate speech. 2. The post then mentions that Hispanics will be the main demographic. This is a prediction or prediction about the demographics of America. While this statement may be a controversial or sensitive topic, it does not necessarily constitute hate speech. Based on the step-by-step explanation, the post does not appear to be hate speech.",Miss,(A) Hate.,Miss,(A) Hate.,,
3897,3897," you twist it as they do . you try to make islam look like what  "" jihadists "" "" do is right in islam . you have the same vkews . """,O,"(B) Not hate. 1.The post starts by stating ""you twist it as they do."" This could be interpreted as a criticism or disagreement with someone's interpretation of something. 2. The post then mentions ""jihadists"" and their actions in Islam. This could be seen as a reference to extremist groups or individuals who engage in violent and extremist activities. 3. The post concludes by stating ""you have the same vkews."" This could be interpreted as a reference to the Jewish community, implying that the person being addressed shares similar beliefs or practices. Based on this analysis, the post does not appear to be hate speech. It expresses criticism and disagreement with the person's interpretation of Islam and their actions. However, it does not contain any explicit or direct hate speech towards a specific group.",Miss,(A) Hate.,Miss,(A) Hate.,,
