index,post_id,post,CoHARE_im_batch4_grad8,CoHARE_im_batch4_grad8_pred,CTI_im_batch4_grad8,CTI_im_batch4_grad8_pred,C_im_batch4_grad8,C_im_batch4_grad8_pred,target,implied_statement
2963,2963,she now faces 6 years in prison ! de facto  and now de jure sharia in the middle of europe,Miss,"(A) Hate. 1.The post mentions that a person now faces 6 years in prison. This implies that the person being referred to is a Muslim woman. 2. The post then states that this person is ""de facto"" and ""de jure sharia in the middle of Europe."" This implies that the person being referred to is a Muslim woman and that she is being compared to a legal system. 3. The post concludes by stating that this person is in the middle of Europe, which suggests that Muslims are not only a threat but also a threat to Europe. This post can be considered offensive because it targets Muslims by implying that they are a threat to Europe and that they are a threat to Europe. It perpetuates negative stereotypes and promotes discrimination against Muslims. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
2971,2971,i'm sure the native americans would be happy to spare you fellas oklahoma  like we once did to them,Miss,"(A) Hate. 1.The post refers to Native Americans as ""folks"" and implies that they would be happy to spare someone from Oklahoma. This targets Native Americans by singling them out and suggesting that they are not deserving of the same rights and privileges as others. 2. The post also mentions ""Oklahoma,"" which is a state in the United States. By mentioning this state, it implies that the post is referring to the state of Oklahoma, which is predominantly inhabited by Native Americans. 3. The post then compares the situation to what ""we"" have done to Native Americans in the past, implying that the current situation is similar to what ""we"" used to Native Americans. This implies that the current situation is similar to the past, suggesting that the current situation is similar to the past. Overall, the post targets Native Americans by singling them out, implying that they are not deserving of the same rights and privileges as others, and suggesting that they are being treated unfairly. This can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against Native Americans. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3008,3008,john friend's blog : jews in the obama administration,Miss,"(B) Not hate. 1.Identify the content: The post is titled ""jews in the obama administration."" 2. Analyze the context: The post is discussing the presence of Jews in the Obama administration. 3. Evaluate the intent: The post does not explicitly express hatred or discrimination towards Jews. However, it does mention Jews, which could potentially be seen as a negative or divisive topic. 4. Consider the impact: The post does not directly attack or demean Jews, but it does mention them in a negative light. Based on the step-by-step analysis, the post does not appear to be hate speech. However, it is important to note that without further context or information, it is difficult to make a definitive decision.",O,(A) Hate.,O,(A) Hate.,jews,Jews are subversive
3076,3076,did you know sanctuary cities are actually safer  you racist shitnuggets ?,Miss,"(A) Hate. 1.The post uses derogatory language (""racist shitnuggets"") to insult and belittle the target group, immigrants. 2. The post implies that immigrants are racist by stating that sanctuary cities are actually safer. 3. The post also implies that immigrants are not safe by using the term ""racist shitnuggets"" to insult and belittle them. 4. The post generalizes and stereotypes immigrants as being racist, which is offensive and discriminatory. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3092,3092,this is an inherently white thing to do . keep up the good work .,Miss,"(B) Not hate. 1.The post states that something is inherently white. 2. It encourages the person to keep up the good work. Based on this analysis, the post does not appear to be hate speech. It may be expressing a personal opinion or observation about the behavior of white people, but it does not contain any explicit or implicit expressions of hatred or discrimination towards any specific group.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are substandard.
3108,3108,nope  only white people can be racist ... #sarcasm,Miss,"(A) Hate. 1.The post states ""nope only white people can be racist... #sarcasm."" This implies that only white people can be racist, suggesting that other races or ethnicities are not capable of being racist. This targets minorities by suggesting that they are not capable of being racist. 2. The use of the hashtag #sarcasm further reinforces the idea that the post is meant to be sarcastic or mocking. By using this hashtag, the post implies that minorities are not capable of being racist, reinforcing the idea that they are not capable of being racist. Overall, the post is offensive because it targets minorities by implying that they are not capable of being racist, which is a harmful stereotype and perpetuates discrimination against minorities. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3117,3117,white men are shot by cops three times more often than black men are . the media however  does not sensationalize the event when whitey inv .,Miss,"(B) Not hate. 1.The post states a statistic about the frequency of shootings by white men compared to black men. 2. It suggests that the media does not sensationalize the event when white people are inv. Based on this analysis, the post does not appear to be hate speech. It is expressing a viewpoint about the media's coverage of a specific event.",O,(A) Hate.,O,(A) Hate.,black people,Black people embellish their oppression
3137,3137," rt  "" : mandela health problems renew fears of white genocide in south africa via "" "" """,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,south africans,South Africans hate white people.
3147,3147,there are no white people holding you down in jamaica or zimbabwe or ethiopia or liberia . #freedomfailed,Miss,"(B) Not hate. 1.The post mentions specific countries, Jamaica, Zimbabwe, Ethiopia, and Liberia. 2. It states that there are no white people holding someone down in these countries. 3. It includes the hashtag #freedomfailed, which implies that the freedom of speech in these countries has failed. Based on this analysis, the post does not appear to be hate speech. It is expressing a negative opinion about the lack of freedom in these countries and using the hashtag #freedomfailed.",O,(A) Hate.,O,(A) Hate.,white people,White people stop others from progressing.
3163,3163,that took place in columbus  i spent 12 yrs in columbus  it's literally full of africans  somalians to be exact,Miss,"(A) Hate. 1.The post mentions that something took place in Columbus and that the person spent 12 years in Columbus. This implies that the post is referring to a specific event or situation that occurred in Columbus. 2. The post then states that the city of Columbus is ""literally full of Africans, somalians to be exact."" This statement targets Africans by implying that they are the majority in the city. 3. The implied meaning of the post is that Africans are not only a minority group but also a threat to the safety of the city. This post can be considered offensive because it generalizes and stereotypes an entire group of people based on their race and ethnicity. It promotes a negative and discriminatory view of Africans and implies that they are a threat to the safety and well-being of the city. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3210,3210,black people are redlined to preserve high property value and quality schools and safe streets .,Miss,"(A) Hate. 1.The post specifically mentions ""black people"" and states that they are being ""redlined"" to preserve high property value, quality schools, and safe streets. This implies that black people are being targeted and excluded from certain areas. 2. The post suggests that black people are being targeted because they are being excluded or excluded from certain areas. This implies that black people are being discriminated against or excluded from certain areas. 3. The post further implies that black people are being targeted because they are being excluded or excluded from certain areas. This implies that black people are being discriminated against or excluded from certain areas. Overall, the post targets black people by implying that they are being discriminated against and excluded from certain areas. This can be seen as offensive because it perpetuates negative stereotypes and promotes discrimination against black people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3226,3226,sorry but jews aren't white,Miss,"(B) Not hate. 1.The post states ""sorry but Jews aren't white."" 2. The statement is expressing an opinion about the racial categorization of Jews. 3. The post does not contain any explicit derogatory language or offensive remarks towards Jews. 4. However, the post does make a generalization about Jews, implying that they are not white. Based on these steps, the post can be considered as expressing a negative opinion about Jews but does not contain explicit hate speech.",O,(A) Hate.,O,(A) Hate.,jews,Jews are substandard
3277,3277,: white births a us majority again via,Miss,"(A) Hate. 1.The post explicitly mentions ""white births"" and ""us majority again,"" which implies that the post is targeting white people. 2. The post implies that the majority of white people are now the majority in the US, suggesting that they are the dominant group. 3. The use of the phrase ""via"" suggests that the post is promoting or promoting the idea that white people are the majority in the US. 4. The implied meaning of the post is that white people are superior to other races. This post can be considered offensive because it promotes the idea of racial superiority and implies that other races are inferior to white people. It perpetuates harmful stereotypes and promotes discrimination against other racial groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3278,3278,#milo is wrong . #cuckservatives failed our people by attempting to do what milo is describing .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,,
3279,3279,the annual rate of miscegenation on plantations was less than 1 percent per annum .,Miss,"(A) Hate. 1.The post states that the annual rate of miscegenation on plantations was less than 1 percent per annum. This implies that there is a significant number of immigrants in plantations who are interracial or mixed-race. 2. By highlighting this statistic, the post suggests that immigrants are the cause of the decline in the population on plantations. 3. The post further implies that immigrants are responsible for the decline in the population on plantations. This post can be considered offensive because it targets immigrants and implies that they are responsible for the decline of the population on plantations. It perpetuates negative stereotypes and promotes discrimination against immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3287,3287,i'll sleep better knowing majin boo is protecting the white race . he was the hardest boss on some snes,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,minorities,Minorities want to harm whites.
3318,3318," rt :  "" black lives matter & antifa can show up with mace  acid & baseball bats "" "" .. while your far right romp u """,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,blm,BLM is violent.
3320,3320,you know me so well whiskey jack 75 ( is that year of birth or iq ? ),Miss,"(A) Hate. 1.The post mentions ""whisky jack 75,"" which is a reference to a specific year of birth and IQ. 2. The post then asks if this year of birth or IQ is relevant to the person's knowledge or understanding. 3. The post implies that the person's knowledge or understanding is based on their age or IQ. 4. The post targets minorities by using the term ""minorities"" as the group being referred to. 5. The implied meaning of the post is that minorities are intellectually inferior. Therefore, this post can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against minorities. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3384,3384,dr . david duke : will the white race survive ? ( video ) #flegs #onthehill #tweetni via,Miss,"(B) Not hate. 1.The post mentions Dr. David Duke and asks a question about the survival of the white race. 2. It includes hashtags such as #flegs, #onthehill, and #tweetni, which suggest that the post is related to a specific event or situation. 3. There is no explicit hate speech or derogatory language used in the post. Based on the given information, the post does not appear to be hate speech. It is a question or statement about the survival of the white race.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are destroying white culture
3387,3387,"take a chapter out of merkel's book and make all white women wear a bracelet saying """"please don't sho",Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white women,White women are not able to have opinion
3389,3389,white people hating immigration  that's a real shocker,Miss,"(B) Not hate. 1.The post mentions ""white people hating immigration."" This statement is expressing a negative sentiment towards white people's feelings towards immigration. 2. The post also states that this sentiment is a shocker. Based on this analysis, the post does not appear to be hate speech. It is expressing a negative sentiment towards white people's feelings towards immigration, but it does not contain any explicit or direct expressions of hatred or discrimination towards white people.",O,(A) Hate.,O,(A) Hate.,white people,White people hate immigrants.
3396,3396,white resistance increases as minority status looms via tide comes in the tide goes out .,Miss,"(B) Not hate. 1.The post mentions ""white resistance increases as minority status looms."" This statement suggests that there is a growing number of white individuals who are resisting or opposing minority status. 2. The post also mentions ""tide comes in the tide goes out."" This phrase implies that the increase in white resistance is a result of the presence of minorities. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about the increasing number of white individuals who are resisting minority status and suggesting that the increase in white resistance is a result of the presence of minorities.",O,(A) Hate.,O,(A) Hate.,white people,White people are a minority.
3414,3414,- 1 fertile white womb,Miss,"(B) Not hate. 1.Identify the content: The post mentions ""1 fertile white womb."" 2. Analyze the context: The post seems to be discussing the concept of a fertile white womb. 3. Evaluate the intent: The post does not explicitly express hatred or discrimination towards any specific group. However, it does mention a specific race and implies that it is a white womb. 4. Consider the impact: The post does not directly target or demean any specific group based on their race or ethnicity. Based on the step-by-step analysis, the post does not appear to be hate speech. It may be seen as a statement about a specific race and gender, but it does not contain any explicit derogatory language or incite violence or discrimination towards any group.",O,(A) Hate.,O,(A) Hate.,minorities,Minorities are subpar human beings
3435,3435,why ? psychos can just as easily bomb the boston marathon or crash the germanwings plane and kill people,Miss,"(A) Hate. 1.The post mentions ""psychos"" and compares them to bombing the Boston Marathon or crash the Germanwings plane. This implies that psychos are capable of engaging in violent and dangerous actions. 2. The post suggests that psychos can ""just as easily bomb the Boston Marathon or crash the Germanwings plane and kill people."" This implies that psychos are capable of engaging in acts of terrorism and violence. 3. The post further implies that psychos are prone to committing acts of terrorism by stating that they can ""just as easily bomb the Boston Marathon or crash the Germanwings plane and kill people."" This post can be considered offensive because it generalizes and stereotypes psychos as violent and dangerous individuals. It promotes negative and harmful stereotypes about psychos, implying that they are inherently violent and dangerous. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3508,3508,all the resources in those cities are allocated and controlled by white people . so why the systematic deprivation ?,Miss,"(A) Hate. 1.The post states that ""all the resources in those cities are allocated and controlled by white people."" This implies that white people are the ones responsible for distributing resources in cities. This targets white people by suggesting that they are the ones responsible for distributing resources. 2. The post then asks, ""so why the systematic deprivation?"" This implies that there is a systematic deprivation of resources in cities, suggesting that white people are being unfairly treated or deprived of resources. This targets white people by suggesting that they are being treated unfairly or disadvantaged. Overall, the post targets white people by suggesting that they are being treated unfairly and that they are being treated unfairly. This can be considered offensive as it perpetuates stereotypes and promotes discrimination against white people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3510,3510,splc is an anti-white racist organization,Miss,"(A) Hate. 1.The post directly states that the Southern Poverty Law Center (SPLC) is an ""anti-white racist organization."" This targets the SPLC by associating them with a negative and discriminatory ideology. 2. The post implies that the SPLC is biased against white people by stating that it is an ""anti-white racist organization."" This generalization unfairly targets and stereotypes the entire SPLC based on the actions of a few individuals. 3. The implied meaning of the post is that the SPLC is racist towards white people. This is a harmful and offensive statement that promotes a negative and discriminatory view towards the SPLC and its members. Overall, the post is offensive because it unfairly targets and stereotypes the SPLC as being racist towards white people. It promotes negative and harmful stereotypes about the SPLC and perpetuates division and animosity between different racial groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3551,3551,daca is and was a an illegal program to facilitate an amnesty program in order to make seem that amnesty is the only humane thing to do ! con,Miss,"(A) Hate. 1.The post states that DACA (Deferred Action for Childhood Arrivals) is an illegal program to facilitate an amnesty program. This implies that the post is targeting immigrants who are protected under DACA. 2. The post suggests that DACA is being used to make it seem that amnesty is the only humane thing to do. This implies that the post believes that immigrants are not being treated fairly or fairly. 3. The post concludes by stating ""con,"" which is likely a typo or a typo. This implies that the post is expressing a negative opinion about DACA and its perceived purpose. Overall, the post targets immigrants by questioning the legitimacy of DACA and suggesting that it is being used to deceive others. This can be seen as offensive because it undermines the rights and dignity of immigrants. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3572,3572,are europeans being replaced ? this is a british school in 2017 . find the white kid ..,Miss,"(A) Hate. 1.The post asks if Europeans are being replaced, implying that there is a deliberate effort to replace or replace Europeans. This targets the group of Europeans by suggesting that they are being replaced or marginalized. 2. The post then mentions a British school in 2017, implying that the current situation is a result of the presence of white students. This targets the group of whites by suggesting that they are being replaced or marginalized in the current situation. 3. The post concludes by saying ""find the white kid,"" which implies that there is a preference or preference for white individuals in the school. This implies that whites are the preferred or superior group, reinforcing the idea that they are superior or more desirable. Overall, the post targets whites by suggesting that they are being replaced or marginalized in the school, and it implies that they are superior or more desirable compared to other racial groups. This can be considered offensive as it promotes discrimination and reinforces negative stereotypes about a specific racial group. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3582,3582,that's how you know it's the power elite who send these leaders to us  they are never white  married to white  non-jewish  men .,Miss,"(B) Not hate. 1.The post mentions the power elite sending leaders to ""us,"" which implies a discussion about power and influence. 2. It states that these leaders are never white married to white non-Jewish men. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about the power elite and their relationship with non-Jewish men.",O,(A) Hate.,O,(A) Hate.,white people,White people don't marry Jews.
3600,3600,dr . david duke : will the white race survive ? ( video ) | read more : via,Miss,"(B) Not hate. 1.The post mentions Dr. David Duke, who is a well-known white supremacist and former leader of the Ku Klux Klan. 2. The post asks a question about the survival of the white race. 3. The post includes a video link to read more about the topic. Based on this analysis, the post does not appear to be hate speech. It is a question about the survival of the white race.",O,(A) Hate.,O,(A) Hate.,people of color,People of color are getting rid of white people
3606,3606,huey long assassination ( rival to jew eisenhower ),Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,jews,Jews are privileged
3652,3652,the point is that white people say that black people can't be racist because the definition of racist is that you are the oppressor and the supreme race . and they use the excuse that whites are the supreme race and that blacks can't be racist,Miss,"(A) Hate. 1.The post starts by stating that white people claim that black people cannot be racist because the definition of racism is that you are the oppressor and the supreme race. This targets the group of black people by suggesting that they are being unfairly accused of being racist. 2. The post then goes on to say that white people use the excuse that whites are the supreme race and that black people cannot be racist. This implies that white people are using a false and misleading argument to justify their claim that black people cannot be racist. 3. The post concludes by stating that black people are not racist because they are the supreme race and that they cannot be racist. This implies that black people are being unfairly accused of being racist and that they are being manipulated or manipulated by white people. Overall, the post targets black people by suggesting that they are being unfairly accused of being racist and using a false and misleading argument to justify their claim. This can be seen as offensive because it perpetuates stereotypes and promotes division between racial groups. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3685,3685,so answer this : are u jewish ? cause jews  though they have some white blood  are semites and many jews claim to be white when convenient .,Miss,"(B) Not hate. 1.The post starts by asking a question about the person's religious identity, specifically if they are Jewish. 2. It then mentions that Jews have some white blood, implying that they may have a mixed racial background. 3. It further states that many Jews claim to be white when convenient. Based on this analysis, the post does not appear to be hate speech. It may be seen as a critical or skepticism towards the idea of Jews having mixed racial backgrounds, but it does not contain any explicit or direct expressions of hatred or discrimination towards any specific group.",O,(A) Hate.,O,(A) Hate.,jews,Jews manipulate the truth
3686,3686,this mentality is exposing your hate . ask yourself if victimhood is a choice of your own or some weird marxism zombie control . you are making the norm of america who are not racist like you go into survival mode . what is happening ? you think whites have it easy ? this is so weird,Miss,"(B) Not hate. 1.The post starts by stating that ""this mentality is exposing your hate."" This suggests that the person being addressed has a negative or hateful attitude. 2. The post then asks if victimhood is a choice of the person's own or if it is a ""weak Marxism zombie control."" This implies that the person being addressed is either promoting or supporting a form of control or promoting a form of control. 3. The post then states that the person being addressed is making the norm of America who are not racist go into survival mode. This implies that the person being addressed is not racist but is promoting or supporting a survival mindset. 4. The post concludes by questioning what is happening, implying that the person being addressed is promoting or supporting a situation where whites are facing challenges or difficulties. Based on this analysis, the post does not appear to be hate speech. It expresses frustration and questions the perceived control of whites, but it does not contain any explicit or direct attacks on a specific group of people.",O,(A) Hate.,O,(A) Hate.,,
3690,3690,people jews should worry more about than linda sarsour the forward,Miss,"(B) Not hate. 1.The post mentions ""people Jews"" and ""linda sarsour."" 2. It suggests that people Jews should worry more about something. 3. It does not provide any specific details or context about what ""people Jews"" should worry about. 4. It does not provide any specific details or context about who ""people Jews"" should worry about. Based on this analysis, the post does not appear to be hate speech. It may express a negative opinion or concern about a specific group of people, but it does not contain any explicit or direct hate speech towards them.",O,(A) Hate.,O,(A) Hate.,arabs,Arabs are anti-jew
3729,3729,stop using stupid words like fundamental extremists etc . it is jihad . you don't have to kill to exercises jihad . ask,Miss,"(A) Hate. 1.The post starts by stating ""stop using stupid words like fundamental extremists etc."" This implies that the post is targeting a specific group, which is Muslims. 2. The post then states ""it is jihad."" This implies that the post is referring to the concept of jihad, which is a holy war or struggle. 3. The post further states ""you don't have to kill to exercises jihad."" This implies that the post is suggesting that Muslims are not required to engage in violence to practice jihad. 4. The post concludes by asking the reader to ""ask"" about the concept of jihad. This implies that Muslims are not only extremists but also engage in violent acts. Overall, the post targets Muslims by suggesting that they are extremists and implies that they are not violent. This can be considered offensive as it generalizes and stereotypes an entire religious group based on the actions of a few extremists. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3750,3750,every two years we try to vote away the cultural degeneracy that is synonymous with and caused by liberal democracy,Miss,"(A) Hate. 1.The post states that ""every two years we try to vote away the cultural degeneracy that is synonymous with and caused by liberal democracy."" This implies that liberals are responsible for a negative and harmful cultural degeneracy. 2. By stating that this degeneracy is synonymous with and caused by liberal democracy, the post suggests that liberals are responsible for promoting and perpetuating this negative characteristic. 3. The post further implies that liberals are degenerate by stating that they are the cause of this cultural degeneracy. This implies that liberals are degenerate and that their actions are detrimental to the culture. Overall, the post targets liberals by suggesting that they are responsible for promoting cultural degeneracy and that their actions are detrimental to the culture. This can be considered offensive as it generalizes and stereotypes an entire political group based on the actions of a few individuals. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3756,3756,i'm sure a war with nkorea will improve their mood .,Miss,"(A) Hate. 1.The post mentions a war with Korea, which implies a negative view towards the country. 2. The post suggests that a war with Korea will improve the mood of the people in Korea. 3. The post specifically targets Koreans by mentioning them in the first sentence. 4. The implied meaning of the post is that Koreans are not happy with the country, as it suggests that a war with Korea would improve their mood. This post can be considered offensive because it generalizes and stereotypes Koreans as being unhappy or unhappy with the country. It promotes a negative and discriminatory view of Koreans based on their nationality. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3767,3767,strange how no sudden 6million dip in jewish population figures .,Miss,"(B) Not hate. 1.The post mentions a ""6 million dip in Jewish population figures."" This is a factual statement about the population decline in the Jewish population. 2. The post does not contain any derogatory language or offensive remarks towards Jewish people. 3. The post does not incite violence or discrimination against Jewish people. Based on these steps, the post does not appear to be hate speech. It is a factual statement about the population decline in the Jewish population.",O,(A) Hate.,O,(A) Hate.,jews,Jews embellish their persecution
3769,3769,stop anti white racism stop your hate we have a right to exist,Miss,"(B) Not hate. 1.The post starts by stating ""stop anti white racism."" This suggests that the post is addressing racism specifically targeting white people. 2. The post then states ""stop your hate."" This implies that the person being addressed is promoting hate towards white people. 3. The post concludes by stating ""we have a right to exist."" This implies that the person believes that white people have a right to exist, which is a statement of rights and equality. Based on this analysis, the post does not appear to be hate speech. It is expressing a call to stop anti-white racism and promoting equality and equality.",O,(A) Hate.,O,(A) Hate.,white folks,whites feel racism toward them
3778,3778,white people don't burn down cities when they demonstrate . you're thinking of blm .,Miss,"(B) Not hate. 1.The post states a fact about white people not burning down cities when they demonstrate. 2. It mentions the Black Lives Matter movement, which is a movement that opposes racial inequality and violence. 3. It does not contain any derogatory language or slurs. Based on these steps, the post does not appear to be hate speech. It is simply stating a fact about the behavior of white people in a specific context.",O,(A) Hate.,O,(A) Hate.,black people,Black people are criminals
3789,3789,america was founded and built by white people - simple fact my friend . you may not like it but it's true,Miss,"(B) Not hate. 1.The post states that America was founded and built by white people. 2. It implies that this is a simple fact, suggesting that it is a factual statement. 3. It acknowledges that the reader may not agree with this statement, but asserts that it is true. Based on this analysis, the post does not appear to be hate speech. It is a statement promoting the idea that America was founded and built by white people, despite the reader's disagreement with it.",O,(A) Hate.,O,(A) Hate.,white people,White people built America.
3805,3805,more white silence and white guilt nonsense . you'd be better off fighting racism from obama  sharpton  and holder .,Miss,"(B) Not hate. 1.The post mentions ""white silence and white guilt nonsense."" This phrase is subjective and does not necessarily constitute hate speech. 2. The post suggests that white people should be fighting racism from Obama, Sharpton, and Holder. While this may be a strong opinion, it does not necessarily constitute hate speech. Based on the provided information, the post does not appear to be hate speech. It expresses a negative opinion about white people and suggests that they should be fighting racism from certain individuals.",O,(A) Hate.,O,(A) Hate.,blacks,Blacks promote white shame
3812,3812,my white neigborhood is still white in the center of chicago because of street theater,Miss,"(A) Hate. 1.The post specifically mentions ""my white neighborhood,"" implying that the person is referring to their own neighborhood. 2. The post states that the neighborhood is still white in the center of Chicago, suggesting that the presence of minorities is a problem. 3. The post attributes the reason for the white neigborhood's whiteness to ""street theater,"" implying that the presence of minorities is a negative thing. 4. The post then concludes by stating that the reason for the white neigborhood being white is because of street theater. This post can be considered offensive because it targets minorities by suggesting that their presence in the neighborhood is a negative thing. It implies that minorities are responsible for the racial diversity in the neighborhood, which is a harmful stereotype and perpetuates discrimination against minorities. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3835,3835,nice strawman argument  but no  rich white politicians and jews are working against middle class and poor whites  yes .,Miss,"(B) Not hate. 1.The post starts by stating ""nice strawman argument,"" which suggests that the author is attempting to make a logical argument. 2. The post then states ""no rich white politicians and Jews are working against middle class and poor whites."" This statement implies that rich white politicians and Jews are not working against the middle class and poor whites. Based on this analysis, the post does not appear to be hate speech. It is expressing an opinion about the relationship between rich white politicians and Jews and their alleged actions against the middle class and poor whites.",O,(A) Hate.,O,(A) Hate.,jews,Jews are devious
3842,3842,the ' white lives matter ' rally tomorrow is going to be a disaster & griffin ( ) is actively destroying white identitarian movt .,Miss,"(B) Not hate. 1.The post mentions the ""white lives matter"" rally, which is a movement advocating for the rights and equality of white people. 2. It states that the rally is going to be a disaster. 3. It accuses someone named Griffin of actively destroying the white identitarian movement. Based on this analysis, the post does not appear to be hate speech. It expresses a negative opinion about the rally and accuses someone named Griffin of actively destroying the white identitarian movement. However, it does not contain any explicit or direct expressions of hatred or discrimination towards a specific group.",O,(A) Hate.,O,(A) Hate.,non-white people,non-white people are inferior
3864,3864,the european phenotype is evidently dysgenic  ill adapted 2 modernity,Miss,"(A) Hate. 1.The post specifically mentions ""the European phenotype,"" implying that it is targeting Europeans. 2. It states that this phenotype is ""evidently dysgenic"" and ""ill adapted to modernity."" This implies that Europeans are not adapting to modernity, suggesting that they are somehow inferior or less advanced. 3. The post further implies that Europeans are not modern by stating that their phenotype is ""evidently dysgenic"" and ""ill adapted to modernity."" This implies that Europeans are not adapting to modernity, suggesting that they are not adapting to modernity. Overall, the post targets Europeans by suggesting that they are not adapting to modernity and suggesting that they are not adapting to modernity. This can be considered offensive as it perpetuates stereotypes and promotes discrimination against a specific group of people based on their nationality. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3888,3888,that's a 50 % loss of white country .,Miss,"(A) Hate. 1.The post specifically mentions ""white country,"" indicating that it is targeting white people. 2. The post states that there is a 50% loss of white country, implying that white people are being displaced or marginalized. 3. The post implies that white people are being displaced or marginalized by minorities, suggesting that they are being negatively affected or marginalized. 4. The post further implies that minorities are responsible for this loss by stating that it is a ""50% loss"" of the country. This post can be considered offensive because it generalizes and stereotypes an entire racial group, implying that they are responsible for the loss of white people. It promotes a negative and discriminatory view towards minorities, suggesting that they are a threat to the white population. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3938,3938,that's where you are wrong  kiddo.beige people are the final solution to white problem .,Miss,"(A) Hate. 1.The post starts by addressing someone as ""kiddo,"" which is a derogatory term used to insult and demean a specific group of people. This targets the group of white people by implying that they are being disrespected or mistreated. 2. The post then states that ""beige people are the final solution to the white problem."" This statement implies that white people are facing a problem that needs to be solved. By stating that ""beige people are the final solution,"" the post suggests that white people are the problem that needs to be solved or eliminated. This implies that white people are the problem and that their presence is a solution to the problem. Overall, the post targets white people by using derogatory language, suggesting that they are the problem, and implying that they are being treated unfairly or harmed. This can be considered offensive as it perpetuates negative stereotypes and promotes discrimination against white people. Therefore, if you must choose one between (A) Hate and (B) Not hate, the answer is",O,(B) Not hate.,O,(B) Not hate.,,
3958,3958,white washing is whitewashing when you're casting white people for non-white roles .,Miss,"(B) Not hate. 1.The post mentions ""white washing"" and ""whitewashing."" 2. It suggests that casting white people for non-white roles is equivalent to whitewashing. 3. It does not directly attack or demean any specific race or group of people. 4. However, it does make a generalization about white people being cast for non-white roles. Based on this analysis, the post can be considered as expressing a negative opinion about white people being cast for non-white roles. However, it does not contain explicit hate speech or promote discrimination or violence. Therefore, it can be categorized as a critical opinion rather than hate speech.",O,(A) Hate.,O,(A) Hate.,white folks,white people can't play non-white roles
3980,3980,a boer fault is how they can trust white ppl . they can very easily trust other white who r non-boers .,Miss,(B) Not hate.,O,(A) Hate.,O,(A) Hate.,white people,White people are more trusting.
